,pretty_formula,bandgap,cell_length_a,cell_lentgh_b,cell_lentgh_c,cell_angle_alpha,cell_angle_beta,cell_angle_gamma
253,K3NiO2,1.8229000000000002,6.09392058,6.09495711,14.07744620,89.97903551,90.08414653,90.00662587
254,Cs2PtC2,1.8265999999999998,5.75722019,5.75722019,5.25844300,90.00000000,90.00000000,120.00000224
255,NaFe3H6(SO7)2,1.8201,7.02012247,7.02012247,7.02012331,65.07422209,65.07422209,65.07421889
256,LiFe(SiO3)2,1.8321999999999998,6.60109354,6.60109354,5.36274093,74.65162882,74.65162882,83.62843159
257,SrTiO3,1.8274,3.94513000,3.94513000,3.94513000,90.00000000,90.00000000,90.00000000
258,In2Ge2O7,1.8014000000000001,5.61587928,5.61587928,5.00987122,82.50043594,82.50043594,105.97106263
259,Sr17(Ta5S21)2,1.8116999999999999,12.33476200,12.34249367,12.37961808,96.66362094,96.32255652,96.77326778
260,K3NaRe2O9,1.8230999999999997,6.12574630,6.12574630,14.55116300,90.00000000,90.00000000,120.00000324
261,Cs2TlCl5,1.8248,7.64795400,9.61388400,15.27837200,90.00000000,90.00000000,90.00000000
262,Rb2Hg(BSe)9,1.8304,9.97428800,10.75113989,11.31842487,100.14275037,90.63083494,116.28969038
263,Rb2Cd(PSe3)2,1.8082999999999998,12.94495500,6.76315400,9.72549126,54.57619634,90.00000000,90.00000000
264,CrHg5S2O5,1.8320999999999998,7.20061700,8.46268105,9.67593772,83.27097500,80.46525632,69.10615936
265,MnHgC4(SeN)4,1.8337999999999999,8.55022062,8.55022062,8.55022062,94.69805099,94.69805099,146.74003546
266,LiInO2,1.8353000000000002,5.66804624,5.66804624,5.66804624,134.49749232,134.49749232,66.31199366
267,Ba2TbBiO6,1.8275000000000001,6.16068044,6.16068044,6.19091539,59.95777221,59.95777221,60.04907847
268,K14In4O13,1.8342999999999998,31.86390400,6.92610500,6.92984830,60.76877143,90.00000000,90.00000000
269,Sb3As2S14(IF8)3,1.8062,8.47230500,9.54615041,13.46502806,71.59999402,85.04888241,85.32118785
270,SbS2NCl8,1.8083,11.71574300,7.79509700,16.63242387,81.61917537,90.00000000,90.00000000
271,CsAu2F7,1.8045,8.04181913,8.04181913,7.62318999,66.56434294,66.56434294,87.14982184
272,Ba2InBrO3,1.8236999999999997,4.31416300,4.31416300,15.73323400,90.00000000,90.00000000,90.00000000
273,LiU4P3O20,1.8117,9.99122400,9.98514200,17.74820028,73.88843443,90.00000000,90.00000000
274,KVS2O9,1.8157999999999999,5.06732200,9.04729200,16.62315700,90.00000000,90.00000000,90.00000000
275,Ho3CuGeS7,1.8178,9.81482544,9.81482544,5.84716800,90.00000000,90.00000000,119.99999621
276,Sr9Zn4(CuO7)2,1.8049999999999997,11.34001112,11.34001112,11.43249847,81.51830859,81.51830859,18.51500443
277,K4U5Te2O21,1.8042000000000002,7.11555000,7.18735213,11.55583442,99.99402102,95.40133926,99.77263653
278,AuSCl7,1.8347,10.43915900,9.08293000,12.21067243,72.44663011,90.00000000,90.00000000
279,K3ReClF6,1.8163,8.43464600,8.43464600,6.09198600,90.00000000,90.00000000,90.00000000
280,Tl2CS3,1.8290000000000002,6.57618586,6.57618586,9.52483095,66.94490820,66.94490820,62.16505836
281,Sm2Ti3(BiO6)2,1.8183000000000007,16.76935264,16.76935264,16.76935264,166.90949088,166.90949088,18.55349318
282,CaCrF6,1.8204000000000002,5.76594160,5.76594160,5.76594084,57.45611144,57.45611144,57.45611542
283,K2Ag4Pt3(NO2)12,1.8307,24.14078600,7.28633200,9.82806589,52.08303077,90.00000000,90.00000000
284,CuAsPbO4,1.8147000000000002,4.94053800,5.93944518,8.11102464,78.38046384,75.35588946,84.33663671
285,Nb15MoO40F,1.8037999999999998,11.50608291,11.50608291,20.62291798,65.90639671,65.90639671,19.58524834
286,Dy3CuSiS7,1.8073999999999995,9.88713381,9.88713381,5.70317100,90.00000000,90.00000000,119.99999876
287,Rb2Sb4O11,1.8332,10.64963770,10.64963770,7.34175421,84.89695687,84.89695687,42.43499898
288,Cr2(Hg2O3)3,1.8338,7.65129500,8.23085300,20.82414100,90.00000000,90.00000000,90.00000000
289,Ag2Hg(SeO3)2,1.8143,7.05709600,11.41040000,17.26006800,90.00000000,90.00000000,90.00000000
290,K3Sb7(SO3)3,1.8305000000000002,14.60086165,14.60086165,5.72134600,90.00000000,90.00000000,119.99999839
291,SrV2(PO5)2,1.8276,10.09306592,8.90573030,7.04206910,77.55386256,59.49952162,42.94661581
292,ScCr2Ag(H2O5)2,1.8005,5.71643658,6.18258304,7.31323323,110.03740021,91.54361172,116.02019358
293,UTe3Pb2O11,1.8243999999999998,13.53832200,7.19098700,13.57222113,59.72815675,90.00000000,90.00000000
294,TlRe3(S2Cl)2,1.8316000000000003,6.43635700,9.19845142,17.18914167,95.95395651,92.65757313,96.05122886
295,Pr3CuSnS7,1.8349000000000002,10.22764441,10.22764441,6.14173100,90.00000000,90.00000000,120.00000266
296,Mn2Ni6Te3PbO18,1.8047000000000004,9.41064333,9.41064333,8.93088200,90.00000000,90.00000000,119.99999531
297,Nd3CuSnS7,1.8078000000000003,10.16437255,10.16437255,6.12937800,90.00000000,90.00000000,120.00000358
298,RbV2I3O13,1.8206,9.69127550,9.69127550,9.69127550,130.14332698,113.78081075,87.25214597
299,Nd10S14O,1.8331000000000004,14.67889284,14.67889284,14.67889284,117.88156456,117.88156456,93.71015288
300,Na2TeO4,1.8126000000000002,5.25066900,10.79476500,14.07218419,76.50927107,90.00000000,90.00000000
301,Gd2S2O,1.8184,6.94368481,7.01850270,8.37376071,90.00000000,99.07333983,90.00000000
302,Co5Te4Cl4O11,1.8154,8.51699700,10.35157113,10.42077648,110.52693637,97.87379560,97.23879852
303,TeI4,1.8300999999999998,7.54792900,15.18875100,17.42256700,90.00000000,90.00000000,90.00000000
304,TeI4,1.8130000000000002,14.01208005,14.01208005,14.01208005,101.31022112,101.31022112,127.42755689
305,K3Cr(CN)6,1.8010000000000002,13.80029700,8.54993400,13.75363929,51.50785513,90.00000000,90.00000000
306,K5Nb(CN)8,1.8153,8.04445556,8.04445556,8.04445556,109.05042128,109.05042128,110.31613759
307,Er2PbSe4,1.8117999999999999,4.11240900,12.56748300,14.94341200,90.00000000,90.00000000,90.00000000
308,K2Ge2Se5,1.8032,10.03382800,10.25008800,23.98850230,86.65548963,90.00000000,90.00000000
309,Ga3Bi5Cl12,1.8017999999999998,12.45635597,12.45635597,12.45635595,57.96541061,57.96541061,57.96540627
310,ZnI2,1.8218,7.51670182,7.51670182,7.51670162,31.70456853,31.70456853,31.70457400
311,SiC,1.8184000000000005,3.09480906,3.09480906,91.10035700,90.00000000,90.00000000,119.99998001
312,KTa(AgSe2)2,1.8325,10.42076555,10.42076555,8.37579900,90.00000000,90.00000000,145.59204863
313,K3AgO2,1.8095999999999999,12.51215900,12.54168200,13.92162500,90.00000000,90.00000000,90.00000000
314,K2SnBr6,1.8009,7.68056100,7.64554600,13.28726664,55.03440432,90.00000000,90.00000000
315,CsAuSe,1.8052000000000001,5.73656702,5.73656702,7.20388300,90.00000000,90.00000000,100.12730281
316,Cs3PSe4,1.8309000000000002,10.17822000,10.20039000,12.26788100,90.00000000,90.00000000,90.00000000
317,SbS3N2Cl7,1.8175,13.23671100,15.00581700,15.41978612,88.58169434,90.00000000,90.00000000
318,BaTiO3,1.8297999999999996,4.00445700,4.00445700,4.20063600,90.00000000,90.00000000,90.00000000
319,KH13CBrNO7,1.8195,14.49325100,7.28783900,12.79156784,63.14382552,90.00000000,90.00000000
320,NbSNCl6,1.8155999999999999,6.52529200,12.42937608,13.00251003,83.40854871,78.48060722,82.40953081
321,OsC3I2O3,1.8225000000000002,6.82384482,6.82384482,9.83623365,75.91690472,75.91690472,69.75854996
322,DyFeGe2O7,1.8317999999999999,8.68055800,6.74204800,9.81920087,79.40372364,90.00000000,90.00000000
323,GePbS3,1.8211000000000004,10.66516400,6.95960600,7.53990696,74.75466184,90.00000000,90.00000000
324,GaHO2,1.8057000000000003,6.21303109,6.04993170,5.23515833,66.35378615,63.12468844,50.52152542
325,Ni(HO)2,1.8011,3.15696910,10.94803314,7.50617571,96.92525611,77.95798626,90.00304583
326,InHO2,1.8335999999999997,3.33187900,4.56920700,5.36168800,90.00000000,90.00000000,90.00000000
327,AsS7IF6,1.8164,11.93009900,12.24767342,15.93007815,74.67968403,75.01496685,72.67391352
328,RbVSO6,1.8223,5.63677900,9.04028700,10.96917300,90.00000000,90.00000000,90.00000000
329,Ba2H6Pt,1.8132000000000001,7.86709652,7.86709652,6.02918300,90.00000000,90.00000000,134.92813688
330,AgH4WS4N,1.8005,6.48008980,6.48008980,6.48008980,102.04312806,102.04312806,125.64096596
331,Hg4Pb2N6O19,1.8286,11.22400918,11.22400918,11.22400918,60.00000000,60.00000000,60.00000000
332,V2Ni(PO5)2,1.8184,7.40567900,7.35972519,7.41322278,120.03530831,90.00068093,89.99960087
333,Nb2Cd2O7,1.8052000000000001,7.25745126,7.25745126,7.25745126,60.00000000,60.00000000,60.00000000
334,Os6C17S2O17,1.8011000000000001,11.42126100,14.79696200,17.70686500,90.00000000,90.00000000,90.00000000
335,SbP2SN3Cl10,1.8205,8.99715400,13.01560100,16.34346000,90.00000000,90.00000000,90.00000000
336,K2IrCBr5O,1.8153,7.44868700,10.64667600,15.31783300,90.00000000,90.00000000,90.00000000
337,SbC(N3Cl2)3,1.8341,11.14275700,9.43194300,15.49753255,66.56069849,90.00000000,90.00000000
338,W2C7Br4O7,1.8225,8.27735000,9.92943800,20.81091600,90.00000000,90.00000000,90.00000000
339,FeBiO3,1.811,5.42775896,5.42775896,5.42775797,66.29821601,66.29821601,66.29821889
340,Sr3InRhO6,1.8304,6.82147555,6.82147555,6.82147529,91.09970372,91.09970372,91.09971071
341,TaAlO4,1.8196000000000003,4.59943469,4.59943469,3.01394800,90.00000000,90.00000000,90.98010126
342,Ba2As6O11,1.802,7.02232400,7.03369942,7.49684471,81.67001346,73.88259363,78.02894065
343,Tb14(PbSe8)3,1.8318000000000003,7.64666784,7.64666784,19.77297873,75.03572307,75.03572307,70.22903144
344,Cd2Bi6O11,1.8172000000000001,7.56195900,7.66295975,12.23845870,87.86837532,88.53514028,70.32836879
345,Ba3Si3N5ClO,1.835,9.58713006,9.58713006,5.59977294,88.96227063,88.96227063,120.86507874
346,Na2Al2Si3(HO3)4,1.8227000000000002,8.72228100,8.79937460,16.05827210,86.70780122,101.25987532,115.90926866
347,Cs4Zr3S14,1.8129,12.05130754,12.05130754,14.34543353,68.77559768,68.77559768,42.37303638
348,Na11La7Th2Ti20O60,1.8209,5.50818100,5.50865732,38.84190001,89.94154169,89.97806375,89.79483900
349,LiMoO2,1.8226000000000004,5.26482700,6.00176600,6.00283264,63.79282722,90.00000000,90.00000000
350,Sr6La14Mg7Ti13O60,1.8064999999999998,5.60319200,5.61888078,39.56028065,89.95477262,89.94614437,89.71038331
351,NaSr8LaTi10O30,1.8016,5.55176300,5.55176300,19.65870600,90.00000000,90.00000000,90.00000000
352,Ca10Al6Si13N30,1.8155000000000001,5.06709200,5.65538600,24.62580536,95.21614309,90.30771803,89.99958462
353,LiH2BrO5,1.8138,8.84303694,8.84303694,11.03745220,76.19956867,76.19956867,36.78783092
354,VPH6C2N3O7,1.8233000000000001,6.27222800,8.30226983,9.16466679,68.04486970,70.83432952,78.51311575
355,AgH12C4S5N,1.8215000000000001,10.83171490,10.83171490,7.21975421,73.88333976,73.88333976,118.69452167
356,CdH9C2(N2O5)2,1.8031000000000001,7.57896400,8.34729600,17.88810100,90.00000000,90.00000000,90.00000000
357,MoSCl7O,1.8317,9.55338200,10.02823200,12.84673842,65.14057817,90.00000000,90.00000000
358,Na6U5V2O23,1.8105000000000002,24.57190700,7.10854200,12.79931142,79.42676208,90.00000000,90.00000000
359,Li2VP4O13,1.8206,5.08160600,7.94173404,13.74487600,80.31637157,82.53432547,81.24837568
360,Li3Mo4P9O32,1.8223,14.02332600,14.02332600,6.47322800,90.00000000,90.00000000,90.00000000
361,H24PdC8(NCl2)2,1.8282,8.98062200,8.98062200,11.59353900,90.00000000,90.00000000,90.00000000
362,SnH12Pt(N2Cl3)2,1.8345,8.24033232,8.24033232,10.60993100,90.00000000,90.00000000,94.20566035
363,Cs2H4RuNCl5O3,1.8073,7.07214000,11.94429200,16.43605561,76.51482001,90.00000000,90.00000000
364,KSb(PSe3)2,1.8113999999999997,8.20808100,7.04295000,10.35529926,88.33248624,90.00000000,90.00000000
365,K2B6H5NO2,1.8212,9.02257290,9.02257290,8.21937800,90.00000000,90.00000000,140.79420608
366,Na5H29(IO12)2,1.8002,8.87333800,8.89224940,9.13963156,117.89148651,100.10264725,94.21835300
367,Sm3ReO8,1.8171,6.15026400,7.41988100,14.83972759,68.94084313,90.00000000,90.00000000
368,CsMnH24(SO10)2,1.8193000000000001,12.37209200,12.42967700,12.53830700,90.00000000,90.00000000,90.00000000
369,Li5Co7O3F13,1.804,6.06719600,6.13943477,10.51739920,90.44944828,106.65755642,119.61028425
370,LiNbTe2WO12,1.8272999999999997,5.17831600,5.40523525,7.49189933,93.07172542,90.04331656,90.01753249
371,FeOF,1.8129,12.26487500,4.75331000,4.76836892,89.90972524,90.00000000,90.00000000
372,FeOF,1.8032000000000001,3.09798400,7.85505896,7.75715579,119.26616803,90.00000718,89.99987721
373,LiV3(OF2)4,1.8352,5.43989700,5.83861701,6.97933513,103.19034693,103.62793642,92.78115490
374,Ti2CoO5,1.8155999999999994,5.25459716,7.46701034,10.20691000,89.99990644,89.99995875,69.81474090
375,Li4Fe2SiO7,1.8309999999999995,4.98347800,5.03850806,5.11994182,95.36824469,100.49035692,101.81746095
376,Li2VO2F,1.8018,2.97606088,2.97606088,14.51800300,90.00000000,90.00000000,119.99997506
377,LiV2OF5,1.8002,4.72466609,4.72457137,9.33670865,89.24511927,89.98263542,89.98571755
378,LiCuS,1.8164,7.57352667,7.57352667,7.57352667,95.67815663,95.67815663,143.33295239
379,Li7BiO6,1.8332000000000002,6.08299079,6.08299079,6.08299036,56.00751180,56.00751180,56.00750609
380,Li2V2SnO6,1.8279,5.33706414,10.33150101,5.33714878,89.99754430,119.54186474,89.99837136
381,Li4V3CrO8,1.8358999999999996,5.18463740,5.94699905,5.94836902,119.98527032,90.01292192,73.34443582
382,LiSbTe2WO12,1.8058,5.14944600,5.34219530,7.43646580,93.01450642,90.18458966,90.08796761
383,UCd3O6,1.8193000000000006,5.83041800,5.70779500,10.13443022,56.64338167,90.00000000,90.00000000
384,LiVBO4,1.8272,4.38560600,6.06722100,10.10121600,90.00000000,90.00000000,90.00000000
385,Fe4OF7,1.8328000000000002,7.54872319,7.54872319,5.79870242,73.21339842,73.21339842,79.26699622
386,Zr2N2O,1.8343999999999996,7.11388464,7.11388464,8.29917702,79.80738573,79.80738573,26.98091008
387,KVPCO7,1.8191,6.28088402,10.75281708,11.53595136,116.25604580,90.00796728,89.99775838
388,Li2AlNiO4,1.8147999999999997,5.29282935,5.29287744,12.75630413,89.98770709,89.98959238,89.64948327
389,LiMnAlO3,1.8163,5.78202356,5.81761291,9.98707354,106.22875049,105.99194886,60.58441788
390,Na3CoO3,1.8321999999999998,7.51691001,7.51692301,7.51687300,90.00269825,89.99814022,89.99573156
391,Li2VFeP2(O4F)2,1.8098999999999998,5.22521755,7.40123700,10.56198197,75.64241690,97.57727628,71.39550892
392,LiTiVO5,1.8191000000000002,6.66497270,6.66497270,4.60066500,90.00000000,90.00000000,91.66737989
393,Te(WO4)3,1.8034000000000001,5.25276900,5.38404023,7.51961172,88.11719750,89.99286052,89.98321791
394,K2CrPCO7,1.8031,9.72505197,6.69843600,5.58592246,90.00090122,89.55253879,89.99744909
395,Mn2F7,1.8032000000000001,5.35270600,6.36002180,8.68252433,71.05540002,75.52402865,83.56802445
396,LiCrPO4,1.8010000000000002,4.98795800,7.24224800,9.98860000,90.00000000,90.00000000,90.00000000
397,LiP(WO4)2,1.8325,5.40501900,6.80269600,17.98199608,89.38970639,90.00000000,90.00000000
398,LiVOF3,1.8333,4.50791229,11.84013613,4.79589900,90.00069956,90.00145137,90.48638298
399,LiCoPO4,1.8231999999999997,9.70972567,9.70972567,23.02188700,90.00000000,90.00000000,119.99999776
400,LiFeSiO4,1.8255,5.73247300,5.73241900,8.06375500,90.00000000,90.00065668,89.99930035
401,NaV(PO4)2,1.8047,13.72471800,6.25429000,7.63566582,81.52243626,90.00000000,90.00000000
402,Li2VFe(P2O7)2,1.8214,9.58671827,9.58702127,7.03812332,99.47892878,99.46936277,118.76568143
403,Li3Fe(PO4)2,1.8362000000000003,10.49345100,8.22375400,8.26734929,75.93826459,90.00000000,90.00000000
404,Li7VO5F,1.8174,5.56891200,5.99959793,9.40073951,93.66976915,103.06923986,116.04631807
405,LiCo2OF3,1.8333,8.14518799,8.14518799,8.14518799,137.37338579,115.43096102,80.49080983
406,LiFe2(BO3)2,1.822,5.23980100,9.12593746,10.16698265,90.60134353,90.23835312,90.09079746
407,Li3TiFe3O8,1.8205,5.91843606,5.91843606,9.61660500,90.00000000,90.00000000,120.00000071
408,Li10Mn2V3Cr3O16,1.8172000000000001,6.00516500,6.04933458,9.98708303,90.39569789,90.20802366,119.55722552
409,LiMn3OF5,1.8049000000000002,8.73846957,8.73846957,10.14066707,55.38958332,55.38958332,71.23459993
410,Ti9SnO20,1.8013,7.59857912,7.59857912,7.25883794,85.96741131,85.96741131,51.56466035
411,Li3Fe4(BO3)4,1.8227,9.00577200,5.26669300,10.27240733,88.18258972,90.00000000,90.00000000
412,Li2VO2F,1.8141999999999996,5.13099459,5.93920482,7.86264398,100.88303529,70.52889016,90.00075203
413,LiMn2OF3,1.8294,6.24572426,6.38033553,9.09444392,89.99631521,90.55712041,90.00903883
414,Li2VFe(P2O7)2,1.8152,7.04562700,8.26788187,14.09003921,90.02866087,99.56807153,90.14606906
415,LiFe2(BO3)2,1.8037999999999998,8.93649800,5.28321300,10.34232958,88.83616908,90.00000000,90.00000000
416,LiFe2(BO3)2,1.8018,5.24505000,5.27966975,10.13586467,91.37103037,90.04314200,119.57764992
417,LiVFeP2(HO5)2,1.8329,5.31829286,7.42960118,10.51918410,74.41347251,98.29237458,70.11103690
418,Li3Fe3(BO3)4,1.8121999999999998,9.06708700,5.22159000,10.99174009,64.53877478,90.00000000,90.00000000
419,V(Bi5O8)5,1.8281999999999998,9.01914616,9.01914616,14.73432942,89.97315231,89.97315231,70.47299616
420,Li5Fe5Si7O24,1.8272,7.85303300,7.95467883,9.78001688,91.08665429,91.45950460,90.53503727
421,LiVF5,1.8174,5.47731500,5.66208172,7.38182927,104.77394407,99.48962599,110.17100215
422,TmSeO3,1.8238000000000003,12.41658600,5.91727200,8.73391715,73.98525050,90.00000000,90.00000000
423,Cs3LaO3,1.8263999999999996,7.82800300,8.63981000,12.47856534,85.38038357,90.00000000,90.00000000
424,Li4MnV(PO4)3,1.8179,8.43967400,8.45104975,9.24522598,90.79336992,116.72970348,119.23999661
425,Na2SnBPO7,1.8310000000000002,6.76520700,5.41579000,9.40690245,88.01858312,90.00000000,90.00000000
426,Rb5FeO4,1.818,11.98825500,12.54154200,12.77894200,90.00000000,90.00000000,90.00000000
427,Na3AuO3,1.8245,9.57381800,9.57381800,4.56254200,90.00000000,90.00000000,90.00000000
428,SbSO4F3,1.8163,5.46264300,9.19941200,12.75350200,90.00000000,90.00000000,90.00000000
429,YSeO3,1.8220000000000005,12.49396000,6.03688400,8.87688846,73.69350421,90.00000000,90.00000000
430,Li2AlNiO4,1.8112,4.98509500,6.35900100,10.74494200,90.00000000,90.00000000,90.00000000
431,LiVSiCO7,1.8074,6.38173200,5.33274400,8.68190912,84.06591350,90.00000000,90.00000000
432,Nb2Ge2O7,1.8118,5.76306400,8.01266200,13.70092448,84.16824527,90.00000000,90.00000000
433,CaPbI6,1.8245999999999998,16.44070656,13.91268564,12.69844972,76.16102095,55.25225559,48.58672346
434,SbH(OF3)2,1.8318999999999999,5.17411300,7.30153457,8.13495546,90.93953145,97.22151606,91.96796561
435,NaVSiCO7,1.8274,6.42612900,5.40774100,9.06236719,86.73632066,90.00000000,90.00000000
436,CrFe(PO4)2,1.8269,8.39419796,8.39419796,8.39419839,61.67432466,61.67432466,61.67432644
437,Li6CrO4,1.8245,4.61753407,6.77837500,6.78074010,89.99999175,90.01989290,89.99768854
438,Cr5O12,1.8226,8.98481500,9.05956100,12.53554800,90.00000000,90.00000000,90.00000000
439,K2Li3NiO4,1.8115999999999999,8.79584000,5.54562000,10.96674510,68.49955377,90.00000000,90.00000000
440,Li2NbFe3O8,1.801,6.00715043,6.00715043,9.81189600,90.00000000,90.00000000,120.00000473
441,Li2V(Si2O5)3,1.8219,9.75245569,9.75245569,9.75245569,131.77905279,118.29041557,81.94053430
442,LiV2OF5,1.8353000000000002,5.21383129,5.21294201,13.96445701,90.00380861,89.99324286,120.00000754
443,LiMn2PO5,1.8299999999999996,6.45592200,7.82908000,8.64602600,90.00000000,90.00000000,90.00000000
444,LiV2OF5,1.8291,5.13638200,5.49879512,7.66964655,84.58341535,89.99738745,89.99978199
445,Ca2Ti6N2O11,1.8278999999999996,7.64547296,7.64547296,9.39857038,80.56721647,80.56721647,28.81153147
446,Sc2Pt2O7,1.8068999999999997,7.05115144,7.05115144,7.05115144,60.00000000,60.00000000,60.00000000
447,Cr(Si2O5)2,1.8198999999999999,7.16063100,7.97909783,9.56010230,105.05403618,101.65791156,112.90392048
448,Gd2W2O9,1.8333000000000002,5.40389000,5.50792900,23.83693400,90.00000000,90.00000000,90.00000000
449,Li9Fe3(OF7)2,1.8078999999999998,5.93126600,5.99153582,10.30861574,90.79282769,106.13012908,119.53694136
450,Li4V3OF11,1.8016,5.28245400,5.51333570,16.01823178,80.94387070,89.68411429,88.51019100
451,Na2VO3,1.8256000000000001,10.25002801,9.76330013,5.52358281,78.89776949,69.17785147,31.92437904
452,Ti3MnO8,1.8234000000000001,5.93734100,5.93733270,8.91321400,90.00039437,89.99980063,119.99998942
453,Ba4Li(SbO4)3,1.8302,7.23019322,7.23019322,7.23019322,109.47122063,109.47122063,109.47122063
454,Li2FeO2F,1.8154000000000001,5.11365160,5.11365116,5.23238338,77.95630674,102.04311538,62.80108431
455,CaSnS3,1.8289999999999997,7.34034054,7.34034054,7.34034040,54.81415603,54.81415603,54.81415303
456,Pr3SiAgS7,1.8303000000000003,10.37719929,10.37719929,5.80916800,90.00000000,90.00000000,119.99999547
457,V3CoO8,1.8137,9.80227457,9.80227457,9.80227457,128.25773326,118.87489822,84.13996264
458,Li2VO2F,1.8162000000000003,5.17433549,5.17433549,9.49577210,79.84598845,79.84598845,109.86757847
459,LiMn2OF3,1.8355000000000001,6.26688384,10.89477569,6.41879977,106.38799895,119.23061131,89.98219692
460,Zr7VO16,1.8105000000000002,6.92282797,13.20485555,7.27427302,103.46245346,64.14110412,90.52408219
461,Ba4PtO6,1.8101000000000003,7.37487406,7.37487406,7.37487342,89.63498609,89.63498609,89.63498599
